status	kind	bytes	sha256	relative_path	title	url
existing	pdfs	38865371	7e44ec6a42444277e187709174fbbe7feff93cec032dfd0e36a4dc957522d454	pdfs/a703-580-1-1-part-11-646558-pdf.pdf	A703_580-1-1_Part 11_646558.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2011_646558.pdf
existing	pdfs	26834551	6fe535c0c8c5987ba9e9ed6f723a5e4857dd4a09a63a45a7fd1df81d29c71c6f	pdfs/a703-580-1-1-part-13-646562-pdf.pdf	A703_580-1-1_Part 13_646562.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2013_646562.pdf
existing	pdfs	25415690	90f20ca07cdc65cef74030c24da5dd5e02cd87b4912de475a6ff32606c498f76	pdfs/a703-580-1-1-part-14-646566-pdf.pdf	A703_580-1-1_Part 14_646566.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2014_646566.pdf
existing	pdfs	23074729	4d903c9c529b7413b873fbde30a3fdd9364abe14de36ef29e9ff47ea48646e2e	pdfs/a703-580-1-1-part-15-646568-pdf.pdf	A703_580-1-1_Part 15_646568.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2015_646568.pdf
existing	pdfs	27544203	d797b16c3fe9a6c2383950d9c665da3aff6f9574b7a4caaa58b01fd113248b5c	pdfs/a703-580-1-1-part-16-646570-pdf.pdf	A703_580-1-1_Part 16_646570.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2016_646570.pdf
existing	pdfs	37935849	b25c6fb3ad26335ad51cd70a63a2356dbb1b9231e018462a63033a796995119d	pdfs/a703-580-1-1-part-17-646573-pdf.pdf	A703_580-1-1_Part 17_646573.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2017_646573.pdf
existing	pdfs	27068892	0758268503de161ed1b649b73afb773b82aa16bfe363bcff2df602267759f66a	pdfs/a703-580-1-1-part-18-646576-pdf.pdf	A703_580-1-1_Part 18_646576.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2018_646576.pdf
existing	pdfs	24479090	4fe6ffce5bd3222293ab92ec89f0014ea194f58954d7e35148ed9d9a3513e94e	pdfs/a703-580-1-1-part-19-646577-pdf.pdf	A703_580-1-1_Part 19_646577.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2019_646577.pdf
existing	pdfs	20779591	a0b7e5aa1ff9319a77f282b48da27e10e654c143bae45cac332caa175b8c3429	pdfs/a703-580-1-1-part-1-645649-pdf.pdf	A703_580-1-1_Part 1_645649.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%201_645649.pdf
existing	pdfs	34949704	f24b7835af7b9add4ad18ede806a34d16d2ad69bad82793cf249380b3f7acd45	pdfs/a703-580-1-1-part-20-646578-pdf.pdf	A703_580-1-1_Part 20_646578.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2020_646578.pdf
existing	pdfs	23516196	9805817f386986d39d2ddbcc882ab7d4ce653fc99182407b959067fcc5ecb271	pdfs/a703-580-1-1-part-21-646579-pdf.pdf	A703_580-1-1_Part 21_646579.pdf	https://documents.theblackvault.com/documents/ufos/australia/A703_580-1-1_Part%2021_646579.pdf
